vaccination_id,vaccine_name,date_given,next_due,notes,pet_id,vet_id
b5c370c8-3920-4fa1-894f-56f7eb7e500c,Hepatitis,2/11/2005,12/23/2013,Avoid stress for the next few days,b1bc9f4d-c3c8-45bb-9c54-fd062797c9aa,e35e3077-e068-434f-b35b-34afcae9c7d4
8a3a6be6-a94c-4220-bd60-aa237f418ccc,Bordetella,5/3/2020,5/17/2020,Do not feed immediately after vaccination,2778204e-7aab-4b3e-8f06-a173c013ebd8,1c83e052-3cde-4332-9b7c-ede6a5098ff4
b670031e-4432-4f13-b0e0-a015dbd73b10,Canine Influenza,2/2/2003,2/21/2009,Check vaccination record for upcoming boosters,d23db24c-ade5-473d-adc3-f766daf76179,a6f6dd2c-f01e-4d4d-9298-3621e9ab1176
60bca810-cd44-4365-bb40-f20d403a28a5,Feline Chlamydia,5/6/2018,8/4/2011,Monitor for side effects,c6b4d40b-5ef4-450c-9326-7bae9d7a2593,337f4d29-5977-4e76-b493-41dd50e41a3f
b36d6762-8040-4068-8f2f-5d5740d92343,Leptospirosis,10/24/2007,8/6/2013,Do not feed immediately after vaccination,cd841289-62e7-4caf-a6af-0a67a6096875,92fabd46-5cc7-4450-8d51-ef1a37c722c1
c1a9a33b-c9ac-4457-8741-5f7184bd221d,Feline Rhinotracheitis,9/14/2005,3/31/2005,Watch for excessive itching or swelling,60b9326c-cd00-48ea-a2eb-5e845ba3fdc5,d01b7e67-8401-4e15-b7f3-a215096b478c
53ede5a2-d744-40cc-a259-ffaa04f2118e,Adenovirus,10/2/2005,8/7/2008,Do not expose to unvaccinated animals for a few days,b1535528-e718-4625-85b0-3174066cfc7b,9b6f2907-e03b-468e-a800-42764939c755
95d884d6-eacf-45c9-9120-a44c344d448a,H3N8 Canine Influenza,12/11/2010,3/13/2016,or lethargy,c05a9f65-5014-4656-956e-79e6f3022190,733aedd6-e7e6-4ca8-b44f-f7f16cf70d74
3521964c-58ae-46aa-8b5a-3f1d4b3daaaa,Bordetella Bronchiseptica,2/25/2007,10/1/2018,Keep pet indoors after vaccination,df56c542-b8cd-4cad-8353-fb9d9e77e5f9,30e5dac2-99e4-4a74-852e-b400c2018e19
e817b14f-97fa-4d0e-8add-dd8d78a56f17,Adenovirus,9/19/2024,11/18/2011,Inform vet if pet is pregnant or ill,7b6434b6-e3b9-45cb-a1a7-cc5e6e3d2c28,f9afc424-5634-40df-ae60-96d332a70aa6
3f44d067-e3e1-4e7e-86c5-646ff72c722c,Hepatitis,1/13/2024,5/4/2017,Do not feed immediately after vaccination,17ffb86f-ca01-4510-8814-7fbe335bf200,97230189-175a-4da4-8a7c-49397292c68b
4eb11558-fb2d-494b-930f-524f6c9ce2cd,Distemper,6/28/2015,10/9/2008,Administer any prescribed post-vaccination medication,4d6187e9-53db-4022-ac1d-6f754a4a17ab,95c9f549-e476-434d-b53f-87e302fddb14
fd74364e-a6f2-4b57-b2c8-af0a8e494949,Parvovirus,3/25/2024,4/2/2011,Do not expose to unvaccinated animals for a few days,b5aed7d4-3528-4579-a54d-55a4de291e65,10fcbf43-8537-4af0-900f-a2fd5d375c54
3ee73b64-4e1f-46e2-aed3-d8f25dd5570c,Parainfluenza,8/2/2023,2/8/2011,Administer any prescribed post-vaccination medication,ec904843-154d-4a26-87ab-1612a2f1bf23,4168f51d-c2fe-4952-8416-57868f4035e0
749f89b9-8aa5-4b96-aa2b-24d47590903d,Parvovirus,12/18/2022,3/12/2019,Keep pet indoors after vaccination,3641bbcc-2992-459a-8f00-d1c465ac073c,80e707c4-4c40-40f5-adc9-927fcae80f17
2c49f20d-6472-4bad-a38b-ab19d5a52877,Feline Calicivirus,5/28/2005,2/27/2020,Do not feed immediately after vaccination,a98c5490-67b3-4cda-a84a-ddc2add79632,92fabd46-5cc7-4450-8d51-ef1a37c722c1
026948a4-afd3-4118-827a-6ed0d266e7c4,Parvovirus,1/5/2022,4/19/2010,Check vaccination record for upcoming boosters,aac13d4b-c4e6-4fea-817a-d246f8a7ce84,10fcbf43-8537-4af0-900f-a2fd5d375c54
ebe730ad-203f-4e86-9597-17f7305dcadf,H3N8 Canine Influenza,3/21/2019,1/3/2017,Ensure pet is up-to-date with previous vaccinations,319924a2-5772-458a-abf8-d2b567a71e85,b3763f22-e06d-40db-b94f-25fbd158a4f0
6c166abf-1741-42fa-9f4f-2d23aca18d5f,Parainfluenza),1/22/2012,7/18/2002,Common side effects may include mild fever,f661f30c-a53e-47c9-8b37-74342cf535c2,a475c392-782c-4a95-a3d5-e0d6b81de409
e4bc5e74-21ee-4f21-8580-8f92e0ee48ea,Feline Leukemia,1/28/2025,4/16/2006,Avoid strenuous exercise for 24 hours,78d8e84d-751c-4340-9d07-41ed49c8b858,b3fedd10-2923-4ed9-8bdd-5a24a3351072
ef3b58f8-610a-438f-9e7f-630a580471a0,Feline Panleukopenia,6/16/2018,9/10/2015,Keep pet calm after vaccination,efa44530-d0c6-427d-b471-fc591a47fae9,1e92cf7f-0bbb-4227-bb3e-ba7afbff168f
3ca29049-6893-464d-a20c-9aa850c28abe,Bordetella Bronchiseptica,6/11/2019,8/30/2015,swelling at injection site,08ff143b-3ad5-494c-90ff-c20be2717f66,c4c8bdaa-4ad1-44a3-b1f7-8cfb09dcd7bf
2b795d01-0763-4095-8b35-41a7ef76c706,Distemper,1/16/2019,8/29/2006,Administer booster shot in 3 weeks,0c813b29-c3ad-4129-b499-5615c6513b3f,e30d0ea4-f63b-466a-917e-916943b69f42
079b56e9-40ab-4f90-8de5-937cb763d62a,Leptospirosis,3/21/2017,2/22/2018,Monitor for side effects,514c18e5-a6fd-4129-9186-0bf5dee7db72,f43409fc-6e08-4b76-822a-b1f151010f5b
cbdb4adc-fee6-446a-b5e8-c9bf6e302d11,Hepatitis,12/6/2015,2/14/2006,Do not feed immediately after vaccination,83f2e9dc-6e6e-4d60-9aae-56f197c5eebd,aa52c7ec-b63d-48a0-bd96-8515b6cfc07e
555d2f02-af97-4258-acc6-beb2bdda7dfd,Leptospira,4/12/2009,2/9/2015,Avoid stress for the next few days,04e305e3-97ac-4931-9455-905d990261c7,fa708656-df65-46b0-b7a7-05d398594045
580c29ad-6930-4570-a75d-1938e6272514,Feline Calicivirus,6/13/2024,12/19/2006,Follow-up appointment required in 2 weeks,44536867-5812-4df4-8a36-11e16742f63e,82852627-7d5e-4d6e-8721-4a2572fe0a35
4e71077d-b540-4b5e-8263-1171c224f407,RCP (Feline Rhinotracheitis,10/25/2001,10/2/2006,Common side effects may include mild fever,dae3f1c9-588e-44fd-b076-b4f60c49dca7,2145ad6c-e3bd-4fcf-ab7e-f37f9081708b
c5ee7790-7cf6-435a-9c17-17ea8d81c4b8,Rabies,7/31/2014,12/31/2022,Vaccination may cause temporary loss of appetite,147de1f9-7333-47cf-ac61-b7b79847f341,5138111f-d091-413b-91ea-6e3775feaf50
d567368a-3c7b-443c-b2cc-4a53e201d792,DHPP (Canine Distemper,5/12/2005,4/22/2007,swelling at injection site,58a899bf-cb78-42aa-928a-da4c2561174b,2145ad6c-e3bd-4fcf-ab7e-f37f9081708b
80e0bfa9-137f-45be-940e-d10f25f73869,Calicivirus,2/11/2025,9/13/2020,Administer any prescribed post-vaccination medication,ed83e990-9486-42eb-a7ac-635e19cba957,f9afc424-5634-40df-ae60-96d332a70aa6
6005d8ff-5893-42b3-b8cf-e007d9619578,RCP (Feline Rhinotracheitis,7/31/2024,5/7/2017,Observe for signs of allergic reaction,4368c2c0-58f7-46be-aa78-42e27102143a,36cf5e41-9389-49c2-a270-f71fed091abf
f257b84e-acc8-45f1-b1dc-17e51db56e41,Kennel Cough,4/15/2016,1/14/2018,Inform vet if pet is pregnant or ill,4bb3809a-5fd0-4abe-8ad9-2255b9f61b5c,b80215bc-fe1b-4781-98da-6b63b6dd2469
589bb15b-ca87-4a59-95e9-1bc9e6f10dc4,Feline Calicivirus,5/10/2010,10/6/2013,Ensure pet is hydrated,f5a3ca12-b7f4-49e6-a8ff-31a77ab839df,8b3bf1eb-e145-4462-b600-02bb14e25c69
f44a70b6-0902-4575-a6d4-b7cbb7983521,Parainfluenza),2/24/2018,6/21/2001,Common side effects may include mild fever,296acf71-fdb9-454b-b244-c232f377ffa4,bd837107-da76-4455-ab90-2f15ed49f2ed
cfb45ac7-1b75-41f8-9368-2624e50ba736,Parainfluenza,5/27/2004,8/22/2019,Ensure pet is up-to-date with previous vaccinations,7244ab62-cfeb-4f81-8f5e-d4ef94b4fa83,59a5799b-f267-4a79-9919-35e5524f32e8
c887dd9c-5d3f-4997-95ca-e53abd53da7d,FIP (Feline Infectious Peritonitis),9/30/2008,3/24/2010,Keep pet calm after vaccination,b685df17-3a69-44ba-aa5e-a3abcc18b8a8,4910bbcc-43c9-4354-9475-d68f3084f2c0
559e000a-d130-4b3b-9165-69273b267238,H3N2 Canine Influenza,9/8/2011,6/20/2018,Vaccination may cause temporary loss of appetite,054a7c2c-2baa-470b-9e34-27415496242f,2d2e7bc3-4e4c-4dc8-b980-29cd50541ba8
00bf16df-b0ed-4e49-b1fa-53a12dae1fa0,Feline Panleukopenia,12/17/2016,10/15/2013,Check vaccination record for upcoming boosters,8818c648-a163-4e53-9000-f20cc498cc10,36cf5e41-9389-49c2-a270-f71fed091abf
8c6618b1-a81a-478c-a218-b097872d209a,Feline Rhinotracheitis,10/26/2022,11/3/2002,Watch for excessive itching or swelling,04c841f5-b24b-46c3-91f2-3738617903ad,591d2afe-1b54-49b2-b807-3dfbe357b606
70469070-96c3-40e7-8991-567b22eb9111,Feline Rhinotracheitis,6/12/2012,6/30/2009,Administer any prescribed post-vaccination medication,0d715760-99c5-4267-a44c-7c8f2329b49f,534a0a8d-c920-4ce5-ba07-23ee65cee8e6
4a932762-c714-47bf-ada0-7437ebae17c5,Parainfluenza,1/4/2005,4/24/2007,Check vaccination record for upcoming boosters,b87c9da3-feb5-46e9-af53-dda698175ee0,de52a307-8248-4c00-977c-f4160d9cd3e8
751fdee7-0ca3-4fc2-b89c-5c7609a123e5,Hepatitis,9/12/2017,8/22/2017,Follow-up appointment required in 2 weeks,36242bea-3987-42f4-a6e9-c294136a38a1,673dc36e-f276-4e88-8c62-bca1dcf32ea1
13634150-0529-42ae-ab3c-2c82dc527d62,Kennel Cough,3/22/2011,1/1/2003,Observe for signs of allergic reaction,fa0901aa-8a13-4906-ad44-f0f7987249f6,46a18e9b-874f-465c-9eeb-9f42b5c782de
11d1c1ed-27ef-405c-b55a-fda9591f005e,Hepatitis,4/13/2011,9/6/2021,Do not feed immediately after vaccination,ffadda56-6cab-4558-92a9-fc0e23ea20b8,2145ad6c-e3bd-4fcf-ab7e-f37f9081708b
d47c1720-3280-46e6-b7b4-e545bbc80f41,Calicivirus,1/7/2011,2/6/2019,Common side effects may include mild fever,1fff87ef-2da2-4a3e-9b19-5ccca572a2a3,e30d0ea4-f63b-466a-917e-916943b69f42
81c0831e-3154-4c66-af34-9eb614fa2a76,FIP (Feline Infectious Peritonitis),10/23/2021,10/18/2008,Inform vet if pet is pregnant or ill,e15531e5-e450-46f5-9afd-0cdde51c03e5,21c929ea-69b1-4422-823b-35f2b4a913a9
a3d7d75b-bd95-4fbb-91af-3bbffc30b1ad,Bordetella Bronchiseptica,9/5/2004,10/21/2019,swelling at injection site,118a0be2-6210-42b9-b701-52b6d5be8254,92fabd46-5cc7-4450-8d51-ef1a37c722c1
5b1a5f69-912e-4a64-b4ed-b17057d5d16e,Parainfluenza,4/25/2011,5/14/2011,Ensure pet is up-to-date with previous vaccinations,afd766f9-c01c-4fee-a99b-0ab47c257792,75139bb8-d800-42c7-9545-c9d3cfa628c1
b81e3785-c038-4c40-8084-b3844c7ad4cc,Leptospirosis,3/22/2020,4/6/2003,Watch for excessive itching or swelling,a509db99-b28f-44a3-a187-d3f246c77183,09362660-6239-438a-ad9f-ff478ca8e70c
00a0b32d-d69c-4e69-bc45-32a8692635f7,Parainfluenza,5/26/2015,11/2/2017,or lethargy,d4e9a132-3b6c-4e7a-8db2-8d19514426d1,d3e25d60-5188-44d7-b270-9838793a6661
eba4fe24-8393-45e6-9fdd-a3353d959526,Lyme Disease,2/7/2004,6/3/2024,Notify vet of any unusual behavior or signs post-vaccination,da8c110f-9a5e-4bcc-ad5d-441345e95c19,b3fedd10-2923-4ed9-8bdd-5a24a3351072
e6d15ee4-2ac3-44e0-accb-ce3704402553,Leptospirosis,3/21/2005,6/23/2018,Notify vet of any unusual behavior or signs post-vaccination,60b9326c-cd00-48ea-a2eb-5e845ba3fdc5,3c3068a5-c174-476a-aba0-6d6d40d097ce
d1733f4a-5e39-49bd-803a-2ead13e41df1,Panleukopenia),1/25/2015,4/15/2019,Ensure pet is hydrated,b0170a07-bd63-43b4-96ac-53954f06e833,aa52c7ec-b63d-48a0-bd96-8515b6cfc07e
bad86930-d3d1-400d-828f-46882584c6bf,Distemper,1/12/2008,2/21/2004,Do not bathe pet for 24 hours,c937a3d0-a8a1-4cc6-84f2-53408c11753a,95f7dd28-b84a-4567-81c0-e53695328131
3bd89e2a-edc5-4695-8470-70df8b48e5aa,Parainfluenza,9/23/2018,6/15/2001,Ensure pet is hydrated,9208f49c-f730-4c75-aee4-bca3dc66a95d,fd06252f-695b-42c5-bb7b-3050556b7cdf
a5b2f49a-dbfb-4876-abf7-42053799600f,Bordetella Bronchiseptica,7/13/2022,12/30/2023,Avoid stress for the next few days,52e48542-2079-4e0b-b68d-19f05eeec384,3889a284-e09b-4474-9570-0900d8832a1d
09774a37-a70d-4439-b7e1-04cbd3ae9edc,Canine Influenza,8/28/2006,2/13/2025,Keep pet indoors after vaccination,72cd5e1f-b4ed-417e-8fb8-540038211e72,6c20c901-e144-4ebf-a523-3d974f2e7022
884fd26f-dfdd-4d0b-be18-5957015453b1,Bordetella,1/11/2021,2/18/2009,or lethargy,657278f4-1796-4bbc-8041-e4ea58723c39,09362660-6239-438a-ad9f-ff478ca8e70c
0bf2f368-450e-4c20-91d5-cd6ea13b416a,FIP (Feline Infectious Peritonitis),10/6/2021,1/17/2018,Common side effects may include mild fever,f2b1cd35-e54e-4a67-93b0-5247840f205c,8107fe7f-b2ed-410c-bee6-e4031dad6450
8c445374-cbeb-4472-a32a-2bca47283fdf,Calicivirus,4/24/2017,11/16/2020,Notify vet of any unusual behavior or signs post-vaccination,81edc088-b15b-41b4-b83a-1286a28abe26,8b3bf1eb-e145-4462-b600-02bb14e25c69
3c0bb128-c897-4df7-82c2-a4cf2ef9eed1,Rabies,7/29/2003,7/18/2006,Avoid stress for the next few days,a14dc6c0-ef5c-493f-b041-202c836127f2,09362660-6239-438a-ad9f-ff478ca8e70c
1bcb099d-db9c-492e-8b67-fd62ba14cb43,H3N8 Canine Influenza,8/30/2019,2/20/2008,Inform vet if pet is pregnant or ill,b5bcc60c-2a11-4d59-ba94-807dfde01b6d,30e5dac2-99e4-4a74-852e-b400c2018e19
ec9195f1-5e3e-4ffd-9c1c-b264e614de1f,Bordetella,7/28/2000,4/1/2017,Watch for excessive itching or swelling,a4772a62-5d00-4bf3-89df-895070c4e2a2,9b6f2907-e03b-468e-a800-42764939c755
7a54d710-2244-44c4-8051-09c545bd47f1,Feline Chlamydia,3/9/2002,5/4/2012,swelling at injection site,ec0a0546-3a39-4992-8869-46ab5629474d,214b2ba1-82ec-4777-9c73-11930c64b1f3
b538ea0c-48ff-4327-84c7-679b3ae2afbc,Parvovirus,5/2/2000,7/16/2010,Observe for signs of allergic reaction,60de1c36-b269-4862-a123-d2a49b37d90d,59dec043-c4be-45c4-8284-816ead71a20f
7dbd5bab-6cd2-4c3e-8571-83ab70cca0e8,Feline Panleukopenia,4/6/2003,6/9/2006,Notify vet of any unusual behavior or signs post-vaccination,e94d1c73-120e-4426-83b7-7e90abd99121,2c7c2c60-3a11-4e88-abec-fd423ee25cc7
5f276963-03a3-46af-8a28-3fbf296dc4a2,Feline Panleukopenia,8/11/2020,12/20/2006,Watch for excessive itching or swelling,94b0897e-ab43-49b1-8172-7caa1edbb95a,ee68f715-c13b-42c8-b389-1e7eb902e3ec
4a74979a-b986-400d-95ad-845760304e8f,Adenovirus,6/29/2012,10/22/2008,Check vaccination record for upcoming boosters,109de33c-13df-46d6-a475-5c2aa94492ee,29b3f44e-fea8-4bc0-ae38-f02354458167
0a5f28cd-cf91-4870-9d8c-1f606d0128f1,Parainfluenza),2/29/2008,4/28/2008,Follow-up appointment required in 2 weeks,7600ce20-1a28-4a76-9833-1d98946108fe,816d02ba-3bbf-4d46-b116-e33da7f614c9
893de57e-4b57-4e99-a2c2-fc5021da4658,Leptospirosis,11/28/2007,12/18/2007,Check vaccination record for upcoming boosters,9565de19-a700-4cb9-80f8-f0db344d9eed,2d3bda44-92a2-4581-b86a-8ca3fe33ffbc
8e4f7c6c-8d21-43dd-b4b8-24ef7bf43720,Adenovirus,3/9/2011,9/24/2016,Watch for excessive itching or swelling,ff86b403-9646-465f-a3bc-cdd52f70e1ad,4a845538-fa02-4876-a72a-6362160493fe
3a089d40-01f3-4d48-97e8-8baecf2c4169,Bordetella Bronchiseptica,12/6/2019,11/1/2009,Keep pet indoors after vaccination,861002c7-7394-4522-862b-0d446b096484,06879170-70e7-47e0-804c-214d61f5d003
2e567dbd-a2fd-4c77-b32b-c25550068f26,FIP (Feline Infectious Peritonitis),7/14/2002,6/21/2007,Watch for excessive itching or swelling,7948d61f-ae30-446e-9761-d412f0722243,d3cee14d-a1c3-4e19-ab98-92b4990320de
9a218c16-af48-4336-a260-318b15c21ff5,Calicivirus,4/10/2003,6/22/2013,Monitor for side effects,94cc370f-a26b-41f3-9174-b98162412757,6a0a4d57-c67c-4659-8e49-da88220a4104
f77ae79e-9799-41b5-9a38-03149d48be3c,Calicivirus,9/17/2010,1/16/2019,Ensure pet is up-to-date with previous vaccinations,da8c110f-9a5e-4bcc-ad5d-441345e95c19,30e5dac2-99e4-4a74-852e-b400c2018e19
e59d37b9-3c79-4faa-9fc8-f9b4df587e1b,RCP (Feline Rhinotracheitis,12/10/2007,8/30/2005,Administer booster shot in 3 weeks,096edec6-d5a9-49cf-a8f1-a43e5d6f0753,b8c284f0-4876-4617-b087-5fe5b9485996
311e4012-bfd6-4dfb-aa05-6faf3799e773,Rabies (3-year),4/14/2007,4/30/2008,Monitor for side effects,c09ca923-2e35-4806-9ab7-a5c0f2c5da08,046e7437-99b9-4910-810c-ba512baf5dc9
aa58797e-67b5-458e-af98-2c3b7cb9dd40,Feline Panleukopenia,2/13/2014,9/3/2010,Monitor for side effects,da31ac55-0fcb-4dc2-8e69-364e3aab7e0f,ff80b442-fa33-47bc-ae1c-62dfcda5af4f
33cd0ed5-f5db-4370-aa87-e1197c90b56c,Rabies (3-year),11/25/2022,10/1/2022,Watch for excessive itching or swelling,b2ca6a45-b984-484e-b0d2-fca0d9a21a45,bd837107-da76-4455-ab90-2f15ed49f2ed
9d9c176d-c189-474b-8755-2cb6149d9c15,Feline Leukemia,6/14/2020,10/7/2016,Do not expose to unvaccinated animals for a few days,57493e0f-585d-4317-b747-ade7ab147773,df24be23-3319-49ac-a0cf-bacd4af8629e
6b214835-1a88-4fc3-a5d0-3867d78dd875,Rabies,5/8/2014,9/30/2021,Common side effects may include mild fever,6da51d96-5970-40e0-b256-1d1757be4a05,1c42e31c-c28b-4345-8116-39641c629011
c8155c85-26ce-45f7-81d3-630af5cac05d,Tetanus,1/17/2005,2/24/2025,Do not expose to unvaccinated animals for a few days,e9badd63-dcda-4640-ae87-c861253e041e,5f897080-971b-414a-836b-f285cdd7664d
b9a6af6e-702d-4bda-86d4-84184873664c,RCP (Feline Rhinotracheitis,5/9/2003,10/8/2004,Avoid strenuous exercise for 24 hours,5ca3739f-6c36-44b0-a5c5-eb1803a2e45e,733aedd6-e7e6-4ca8-b44f-f7f16cf70d74
109f6977-5ccc-4b7b-855b-7d1707cf1c89,Feline Leukemia,7/1/2023,1/19/2008,Do not feed immediately after vaccination,220a70a8-2ef7-4e12-8364-34e6c05fa862,d6f1a525-9ad0-4c0d-a041-5e8af5162844
b4c54582-c1e0-49b6-b1da-fe1138d9b135,Leptospira,10/5/2003,10/1/2019,Common side effects may include mild fever,da8c110f-9a5e-4bcc-ad5d-441345e95c19,ff80b442-fa33-47bc-ae1c-62dfcda5af4f
32bbd941-2808-4fb8-86e1-65cb19ba7868,Feline Rhinotracheitis,4/26/2005,5/11/2004,Keep pet indoors after vaccination,2bba2aa6-ceca-4bb6-82a9-46613185f2e1,8107fe7f-b2ed-410c-bee6-e4031dad6450
3e33a835-f1f4-431d-ad0d-def130c8558c,Tetanus,6/19/2020,8/11/2023,Do not expose to unvaccinated animals for a few days,e4ebe071-6b1b-439b-9b61-7f6f6ec4addb,39305a66-22f1-4f41-a3ca-438e5ac802ea
c2b06480-26ac-4b12-8a16-ff607ab8e5b9,Distemper,10/16/2000,1/26/2012,Vaccination may cause temporary loss of appetite,f5a3ca12-b7f4-49e6-a8ff-31a77ab839df,7d70ed67-a9b0-428b-a58d-04291a486adb
7cd9e580-244d-4e4c-9a6f-ea8cc320754c,H3N8 Canine Influenza,1/11/2007,6/19/2021,Common side effects may include mild fever,429b95f4-b7d2-49bc-8f3e-27ec1bb3ea62,f55af8ba-7b96-48c5-81f6-a5187d4c16b1
d13b651a-52af-4870-bbd8-1e7d58850961,Lyme Disease,2/4/2007,4/11/2023,Avoid stress for the next few days,589bedb9-77a9-43b5-aaa2-82beaddd5687,214b2ba1-82ec-4777-9c73-11930c64b1f3
a1353b9d-5665-496c-82ca-737ca351a19c,Lyme Disease,1/4/2019,2/16/2022,Keep pet calm after vaccination,8189d2d0-82e4-4e4d-9188-bef20b418d58,1dc3a843-bff8-4aaf-8900-61d38a92e100
f94e9187-99bb-41ff-ba37-a1ae7955dca8,Parvovirus,3/24/2008,1/13/2025,Watch for excessive itching or swelling,662c16ed-055c-4647-ad20-b9d33e46f973,2b504649-8c6f-44f3-8d5e-d2f45d47deab
1a433bc9-085b-4b15-a6c3-93323cb29815,H3N2 Canine Influenza,9/1/2008,11/29/2018,Do not bathe pet for 24 hours,42271324-6763-401b-aced-8d40c81d09c6,de52a307-8248-4c00-977c-f4160d9cd3e8
0cc2a0de-0f36-4585-9152-5260bb98b2ee,Feline Rhinotracheitis,8/27/2001,9/18/2007,Follow-up appointment required in 2 weeks,2a60737c-e6fc-4b05-b85e-cad5fb0d6ad3,aa52c7ec-b63d-48a0-bd96-8515b6cfc07e
6ffc356c-edfb-4df5-8894-a19803363dfc,Canine Influenza,3/15/2006,8/20/2019,Monitor for side effects,7609f729-8578-4b1b-96ee-3b30c08ffc49,7d70ed67-a9b0-428b-a58d-04291a486adb
bf3cd661-a9f3-4bf8-81d6-60b31c52fceb,H3N8 Canine Influenza,12/17/2010,10/13/2018,Inform vet if pet is pregnant or ill,30ea381c-0eb2-409f-b40e-79ad9aa8c1e6,b894e284-d6ea-487f-a6b8-a77c33ade36d
94b4f175-f084-4009-a0d3-8b0fe696d943,Parvovirus,4/2/2014,10/13/2008,Check vaccination record for upcoming boosters,60de1c36-b269-4862-a123-d2a49b37d90d,6420d4a4-df96-479c-bbf0-cfb2d078ecf7
a3bf03ff-173e-49d4-bfba-00f71ff64146,Panleukopenia),9/30/2008,2/9/2016,Avoid stress for the next few days,3917bbba-6f7c-4c12-93b2-bef08bf6ee49,80e707c4-4c40-40f5-adc9-927fcae80f17
1d0dcc43-b8a4-459a-a865-956caaad4313,Feline Rhinotracheitis,12/30/2015,12/19/2008,swelling at injection site,b0df19e1-8d94-42ff-8c13-96e6c389501a,df24be23-3319-49ac-a0cf-bacd4af8629e
895880d1-2cfb-43a3-b0a5-3138cee01fbe,Parvovirus,1/2/2002,5/23/2000,Watch for excessive itching or swelling,81edc088-b15b-41b4-b83a-1286a28abe26,59dec043-c4be-45c4-8284-816ead71a20f
525a1b40-ef53-48db-8833-cbdccfbac34a,Feline Panleukopenia,2/5/2011,4/17/2016,Do not expose to unvaccinated animals for a few days,8d3bfb0e-47c8-4dfa-93eb-be5f3393a619,6a0a4d57-c67c-4659-8e49-da88220a4104
5dc40de1-8e47-43ad-9498-0347f5621406,DHPP (Canine Distemper,12/14/2006,3/14/2015,Ensure pet is hydrated,6c1cc0b1-df56-4104-86e6-bd992115b0c1,80ba6dea-0188-4dcd-b625-2a6960147fca
2ee18734-3d98-4adc-a4db-4e83b1b8b564,H3N2 Canine Influenza,3/20/2019,5/2/2001,Notify vet of any unusual behavior or signs post-vaccination,a509db99-b28f-44a3-a187-d3f246c77183,2f239ba1-7fcb-4f5f-b53d-ca2eed2bd6ae
a36a73c9-0c04-4685-8233-2eebb184ed12,H3N8 Canine Influenza,6/25/2005,11/5/2022,or lethargy,d8ded7bb-e333-4f85-95fc-bf26c834ba49,06879170-70e7-47e0-804c-214d61f5d003
ba3bd2f0-c363-435a-b253-7c4e140feaa6,Bordetella Bronchiseptica,2/23/2006,7/31/2023,Keep pet indoors after vaccination,98b80704-616e-434a-8f4e-391c54777521,d3b1e076-fa39-451b-978c-1ec5f2ab9e62
10873d19-d0ac-46d5-b16f-c6908c4e7253,Feline Panleukopenia,3/2/2022,6/29/2008,Administer any prescribed post-vaccination medication,0849079d-1456-4aa1-95e8-785120c59ef8,29b3f44e-fea8-4bc0-ae38-f02354458167
dc9f947e-9b27-418f-b71e-13a0de0f0a9c,H3N8 Canine Influenza,6/24/2006,11/28/2009,Do not bathe pet for 24 hours,cad89368-b77e-4c2d-a731-2ea3ea41fdba,6fa17213-2997-478f-88e3-7f421a65d670
ef79b72f-833e-4ee4-8416-16091c8f5a60,FIP (Feline Infectious Peritonitis),2/4/2023,3/26/2019,Administer any prescribed post-vaccination medication,7609f729-8578-4b1b-96ee-3b30c08ffc49,4910bbcc-43c9-4354-9475-d68f3084f2c0
9db7d201-4e90-4491-a240-80cd2804b757,Panleukopenia),2/28/2003,2/27/2008,or lethargy,ab92cd41-049f-4527-849c-ccaaa16832ea,fa708656-df65-46b0-b7a7-05d398594045
07c74420-b1e6-4cc9-a748-8d7c6d790637,Panleukopenia),11/4/2003,8/19/2007,Do not expose to unvaccinated animals for a few days,f039db84-1055-415d-a317-a29fd4152989,816d02ba-3bbf-4d46-b116-e33da7f614c9
4ac3b48a-6f8e-462c-8b05-975bc9b92425,Parainfluenza,11/16/2024,1/29/2018,Ensure pet is hydrated,eb013a56-91ed-4812-af16-aedfb87eb87e,6a0a4d57-c67c-4659-8e49-da88220a4104
c8c51c16-3ed5-47c3-8e3b-709e5ba7b6ae,Feline Rhinotracheitis,3/14/2011,8/29/2019,Do not expose to unvaccinated animals for a few days,118a0be2-6210-42b9-b701-52b6d5be8254,6a0a4d57-c67c-4659-8e49-da88220a4104
f4119b55-f135-458a-ac85-925fa3430b04,Bordetella Bronchiseptica,7/26/2010,9/19/2009,Ensure pet is hydrated,9c733839-903a-46f4-a180-38461e3e83dd,92c667c9-9dc8-4c9a-a4c7-5ef3572a997f
e7beadf8-edba-46c7-99ee-972b12a287f7,FIP (Feline Infectious Peritonitis),9/14/2007,8/17/2011,Watch for excessive itching or swelling,1a8ec2d9-3ea5-4de4-9bec-2258e28491ef,30e5dac2-99e4-4a74-852e-b400c2018e19
93580bb5-e414-4825-9aa7-0dc8fba34dfa,Leptospira,12/15/2001,12/16/2024,Common side effects may include mild fever,244d0e3a-0635-4767-ae48-446dc0e5a96c,8b3bf1eb-e145-4462-b600-02bb14e25c69
2dd362e1-0f75-419d-995b-59188f7d28e1,Bordetella,9/10/2012,4/28/2003,Avoid strenuous exercise for 24 hours,096106f0-eb6c-405b-8920-10dce9cb24d1,de52a307-8248-4c00-977c-f4160d9cd3e8
