record_id,diagnosis,treatment,notes,date_of_visit,create_at,update_at,pet_id,vet_id
f39cb8dc-9495-459f-a74f-c3ccce4a51f9,Allergies,Pain relief,Needs regular vaccinations,1/15/2018,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,757c0f35-7afc-4376-a3a2-cb7a6d035703,9ee0535d-01e8-499d-ad87-ac1f07201d3a
09d9fcfa-c075-462d-b2d5-d7bc0d35791d,Allergies,Antibiotic cream,Follow-up visit required,2/2/2002,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,c19684bb-1b68-467a-99f2-b979207e0917,4d268e1f-3cdd-497c-a49c-bc6d75c3eeab
b5c580cb-7407-4005-b45c-242b3644eb27,Obesity,Laser therapy,Record symptoms for next visit,2/25/2020,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,17cafc27-582c-4861-a81b-091b8ecc47f2,69aafdbd-6faa-404b-8997-7bbc6a2494e2
e6fe7584-cb8b-4d79-b747-465f04def39f,Diabetes,Chiropractic care,Requires special diet,8/9/2018,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,a28e9e76-ff7e-4950-b133-dbb8e65e48e9,59a5799b-f267-4a79-9919-35e5524f32e8
41ea4b3e-2044-439c-b75c-3db0cd7f7ebf,Feline Upper Respiratory Infection,Antibiotic cream,Avoid interaction with children until fully recovered,5/7/2009,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,a5b22202-998b-4fe9-ad87-643428ceb899,49b2f9ba-653b-442b-a78c-6e695e5bb98a
014d47ea-5ddc-4cf7-9985-9adb8afd83d0,Canine Parvovirus,Corticosteroid treatment,,5/21/2001,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,d57ce81b-0815-4149-bc93-6a636bceb738,b80215bc-fe1b-4781-98da-6b63b6dd2469
a7525621-9494-4eea-8d75-398505d4abc4,Skin Infection,Decompression therapy,Administer medication twice daily,1/5/2006,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,1e69582e-747e-43ed-b860-a858d8da72b5,75139bb8-d800-42c7-9545-c9d3cfa628c1
02ba0f88-4d0a-4c98-993b-8847605be92c,Feline Leukemia Virus,Eye drops,Monitor appetite,7/26/2003,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,244d0e3a-0635-4767-ae48-446dc0e5a96c,2b504649-8c6f-44f3-8d5e-d2f45d47deab
e1d88050-5882-4066-b41b-7004cf2a7b26,Cataracts,Topical ointments,Wear a cone for 5 days,1/11/2014,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,b04e9254-2716-4bfe-8d75-597e242398e0,04503ce2-1243-46f9-ae42-1af6f8ad168b
07308686-b973-4adb-9902-b9a9cbed3ee9,Anemia,Flea treatment,,4/19/2021,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,4023d06e-7905-48a7-b40b-13ca8303b9e2,e30d0ea4-f63b-466a-917e-916943b69f42
03cf0c99-6fa5-4458-a834-fd1007037c58,Heart Murmur,Behavior modification,Reduce stress levels,5/6/2003,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,621344eb-f52c-4402-8160-fe984dd8736b,09362660-6239-438a-ad9f-ff478ca8e70c
cdf56a38-de9a-4cf1-9fbe-7d3c13428a9e,Mange,Surgical intervention,Needs regular vaccinations,6/18/2019,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,d542bd76-8285-4116-829c-10a6ae339482,d3cee14d-a1c3-4e19-ab98-92b4990320de
2ca664d8-684e-4039-93ca-e55167387af7,Torn Ligament,Antibiotic cream,Needs grooming every 2 weeks,1/29/2015,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,e09c82c0-e574-4619-9629-11b9ab9c27ff,d3cee14d-a1c3-4e19-ab98-92b4990320de
f5cefffc-5f2a-4d4c-b35a-8bcecef9e084,Feline Leukemia Virus,Antibiotic cream,Avoid direct sunlight,11/23/2021,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,d7563d0c-8609-46f2-9768-159aef549307,80ba6dea-0188-4dcd-b625-2a6960147fca
fa09900d-8c02-4b2b-9525-93253783f451,Urinary Tract Infection,Ear cleaning,Limit treats,10/13/2007,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,cdb54622-9949-4ff3-a811-d54d8f91f8bd,ea3e2dde-50c4-4441-ad45-fbc007839840
98b866a7-7808-4026-aa2c-38b7cdcf78f0,Kennel Cough,Nebulization,Keep wound dry,5/8/2010,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,a28e9e76-ff7e-4950-b133-dbb8e65e48e9,7a278e2d-3850-4e08-b66b-8810c81fb30e
a8ae975b-60dc-4bc1-b4a9-3fc6cdbea8d5,Vomiting,Joint supplements,Keep wound dry,5/26/2018,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,0f7c4fc6-e523-4fb6-a298-5fcdddddd301,534a0a8d-c920-4ce5-ba07-23ee65cee8e6
6431e4c3-8a35-4a93-a451-55884b549cd3,Mange,Anti-inflammatory medications,Avoid scratching,12/28/2019,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,5c28782b-8ee7-49a3-b4c3-cf5c5cc9f808,69aafdbd-6faa-404b-8997-7bbc6a2494e2
5807c8e5-d4b9-424d-bc05-42ecd2f89f2b,Cushing's Disease,Pain relief,Limit treats,3/29/2018,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,55effc01-1faa-47ab-b7c0-c8d412b592f0,2c7c2c60-3a11-4e88-abec-fd423ee25cc7
1cefdca3-8e8f-4de6-a6d1-2e64ffc17513,Worm Infestation,Deworming,Clean ears regularly,2/11/2022,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,2eb76cff-f204-4575-bcbf-8075dfda1264,e502413f-1446-4859-ad29-42cf0b23affc
3d8e6931-2050-4fb7-a1d6-62ca1639091a,Heartworm Disease,Fluid therapy,Avoid direct sunlight,5/19/2003,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,61200e27-d365-4fa0-9ad4-6eb485585f0f,a475c392-782c-4a95-a3d5-e0d6b81de409
c07b7269-fd01-46a6-8347-95a61f72ba5f,Allergies,Wound cleaning,Administer medication twice daily,10/9/2012,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,6c1cc0b1-df56-4104-86e6-bd992115b0c1,06879170-70e7-47e0-804c-214d61f5d003
8818c5f3-cbfb-444d-92d6-8850cceab776,Allergies,Nebulization,Needs regular exercise,1/10/2003,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,14cd0932-795c-4f30-9475-15912d193a4a,ff80b442-fa33-47bc-ae1c-62dfcda5af4f
53180eac-3ee1-4128-9def-301dadc051bc,Allergies,Acupuncture,Keep pet's environment calm,11/5/2014,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,a1916aa4-ec11-4495-97d5-44ce12898601,f9afc424-5634-40df-ae60-96d332a70aa6
72340cf8-dd09-411e-afd8-7731b1019229,Fungal Infection,Deworming,Keep wound dry,6/25/2022,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,77949b3f-457d-4e0d-99e0-a1871877606a,92c667c9-9dc8-4c9a-a4c7-5ef3572a997f
dcc12cca-e695-49ac-91b6-4d71f1f08ab3,Ringworm,Insulin injections,Keep wound dry,6/3/2020,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,9c733839-903a-46f4-a180-38461e3e83dd,d3cee14d-a1c3-4e19-ab98-92b4990320de
87833940-17cd-4c3c-83c7-457da4a9c422,Fungal Infection,Cold compress,Keep wound dry,4/13/2004,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,526cae3c-fa6e-478d-a439-d9298f9e38d2,df24be23-3319-49ac-a0cf-bacd4af8629e
33ecb0ae-6311-4670-ada7-c4ac81478536,Kidney Disease,Hydration therapy,Apply ointment every 8 hours,6/8/2017,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,b0170a07-bd63-43b4-96ac-53954f06e833,b80215bc-fe1b-4781-98da-6b63b6dd2469
d1a5e9ab-c11e-48f0-b107-c7cfcb27ceb8,Ringworm,Acupuncture,,5/21/2011,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,aaf95118-634a-4f6e-9571-055da423695a,b5f494d8-05cf-48d2-97b1-4cc74c26f9ab
4fa6b02f-1a7a-4601-b4a2-8e3ec74d32f8,Feline Leukemia Virus,Surgery,Keep away from other pets,3/5/2025,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,1ad7dc7b-2c93-4675-8720-063f8faf45d9,df66b46d-76b3-4966-962f-d90b54965ac7
22dabc87-5fab-48d4-8b8e-137830d67955,Gastritis,Chiropractic care,Should be kept in a cool place,6/6/2014,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,a28e9e76-ff7e-4950-b133-dbb8e65e48e9,6420d4a4-df96-479c-bbf0-cfb2d078ecf7
9012cf69-ed25-4ee5-97c5-cc159b9d58fc,Feline Upper Respiratory Infection,Vitamin supplements,Monitor weight regularly,6/19/2009,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,6d18b4f1-21ee-445c-a04d-214804a86bb0,a9f4a9ea-e300-41f2-9ec1-da286d86e81e
392fdfec-b5ed-43a6-8362-e8485f08ccb5,Diabetes,Hydration therapy,Clean ears regularly,2/2/2025,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,3917bbba-6f7c-4c12-93b2-bef08bf6ee49,f9afc424-5634-40df-ae60-96d332a70aa6
c677647d-d94a-40cf-8cfc-ea6a3daa13e0,Arthritis,Nebulization,Avoid strenuous exercise,7/9/2022,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,ffadda56-6cab-4558-92a9-fc0e23ea20b8,e9e79837-7736-46ba-980c-9590776a4e68
8dd3f231-06ce-4929-9271-da715770539b,Ringworm,Joint supplements,,11/21/2010,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,9bd1c5f2-101c-433c-8aad-ca72f666342b,69aafdbd-6faa-404b-8997-7bbc6a2494e2
70c85900-cdcf-424a-abe5-4c668c091c77,Obesity,Insulin injections,Keep away from other pets,5/1/2007,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,23a054f9-6f0c-472c-8d43-27198f683dd3,d2f12571-b206-4b77-a85c-5a887bc11300
4fb3625c-0a88-4e0c-8289-7207c691ada8,Obesity,Dental cleaning,Limit treats,12/31/2014,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,fe220202-945f-4176-b3e2-8a1f7db747b1,7be01214-248a-4ca1-a35f-e6a24b140cb8
3ef25a74-ed10-4f81-b6ff-47a0ce1fc5b9,Ringworm,Acupuncture,Ensure sufficient hydration,2/6/2002,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,ae8758aa-bead-4549-a230-d597b2e7cba2,b8c284f0-4876-4617-b087-5fe5b9485996
57ebecb4-1660-4592-924b-827134db21d9,Flea Infestation,Acupuncture,Monitor appetite,6/15/2015,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,0d715760-99c5-4267-a44c-7c8f2329b49f,59dec043-c4be-45c4-8284-816ead71a20f
628699d2-aadb-46ae-96b0-729475182125,Torn Ligament,Nebulization,Schedule dental cleaning,3/30/2001,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,38dcd8c0-58b7-4215-80f3-e197a2aef788,214b2ba1-82ec-4777-9c73-11930c64b1f3
dbf05a40-05e4-4378-979e-d8eef60c8377,Respiratory Infection,Hydration therapy,Limit water intake,5/25/2005,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,d01d5b31-7f79-4821-9509-6e9b1788029a,116ba9dc-4554-45e0-855e-07a6a7f55ff5
a6e68131-3818-498c-99d6-40097db24712,Vomiting,Cold compress,,6/4/2019,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,4b804877-02bf-49b8-a583-a3bc3cb0c182,d43a714f-e588-45a0-89db-17076cfbc3ab
07fb6d58-5d1f-4cdd-86f0-ab93220225fd,Heart Murmur,Physical therapy,Clean ears regularly,6/14/2020,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,fb722a1f-1da9-4095-970b-7a83962507d5,e502413f-1446-4859-ad29-42cf0b23affc
da20af57-2a24-41b7-8077-1e75dcd1c0bb,Allergies,Joint supplements,Regular vet check-ups recommended,10/6/2008,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,a04cbcb6-e33e-4a51-b11b-411e1e7f6375,0f10e7c0-877b-45c0-bd18-4d9efdd46061
f57e926a-5ce5-440c-8025-06e490f98903,Heartworm Disease,Heartworm prevention,Needs regular vaccinations,4/17/2022,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,12387f5a-6d27-4d41-9cc9-4e4eedf92525,b894e284-d6ea-487f-a6b8-a77c33ade36d
af62561b-2ab9-4ca0-940d-aba1c946746e,Respiratory Infection,Hydration therapy,Do not feed after 8pm,11/17/2016,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,3b445bb8-9c08-4ab3-b64a-30b08afdde40,1c83e052-3cde-4332-9b7c-ede6a5098ff4
7833169c-cbc4-401b-b2f2-c8aae5597295,Hypothyroidism,Chemotherapy,,8/21/2018,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,ec7047d1-dd33-4995-ae51-56f312329cb7,2f239ba1-7fcb-4f5f-b53d-ca2eed2bd6ae
0cfdb1aa-28e6-4501-9285-d44b650c83b2,Arthritis,Ear cleaning,Needs regular exercise,4/22/2020,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,ee68e791-3df9-4b14-9bc4-ce180b8109a0,046e7437-99b9-4910-810c-ba512baf5dc9
d865107c-92ab-47eb-915d-006bb31a6fab,Fungal Infection,Cold compress,Wear a cone for 5 days,6/28/2021,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,9c861093-52a1-42c6-a02b-4ec440c5f13a,2c7c2c60-3a11-4e88-abec-fd423ee25cc7
b75dfc95-397d-4131-ac3d-8fb1a4e106dd,Dental Disease,Corticosteroid treatment,,5/25/2008,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,1e4b5267-fe5d-4fb4-97a3-4b4fe8d890b3,5138111f-d091-413b-91ea-6e3775feaf50
895f4611-15ee-4440-a7dd-365420415271,Worm Infestation,Pain relief,Regular vet check-ups recommended,3/20/2016,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,4368c2c0-58f7-46be-aa78-42e27102143a,700f536e-1c77-40d0-900d-b2b70b429a87
4a45b234-1f05-4f26-aec7-bbce99a83adf,Cataracts,Surgical intervention,Needs grooming every 2 weeks,10/26/2000,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,6b0ecb9d-b0a4-4ce5-936b-82ba0ec2a65e,105597e4-2d76-445a-9dbf-bde5a3b43468
4cf0963a-3a2f-4ade-92c3-96612a290741,Dental Disease,Nebulization,Avoid scratching,5/1/2015,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,42271324-6763-401b-aced-8d40c81d09c6,d43a714f-e588-45a0-89db-17076cfbc3ab
e6a5f72c-4472-4225-ba5f-5cf75f1af4fb,Feline Upper Respiratory Infection,Dental cleaning,Keep wound dry,3/17/2004,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,eea32b22-e3e6-4c24-bd97-86a026095d6f,1c83e052-3cde-4332-9b7c-ede6a5098ff4
d58e08b0-59af-4265-a98d-0b9081db7ec3,Feline Upper Respiratory Infection,Skin creams,Ensure sufficient hydration,9/15/2000,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,e210c4ef-870b-4356-875d-5f5b42834704,e1ddc76c-3d35-47c9-b6b2-d8655a809d57
d3f12666-c05e-4a57-9b74-ae2584a66e52,Kidney Disease,Flea treatment,,10/26/2023,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,f7abc95b-584c-4e0f-b790-f71d2a340dc2,82852627-7d5e-4d6e-8721-4a2572fe0a35
ee196676-c1fa-4151-bf41-96809fc204c7,Mange,Physical therapy,Wear a cone for 5 days,11/18/2020,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,729eaac5-4ef7-4c59-8072-a8ec6b162eeb,8b3bf1eb-e145-4462-b600-02bb14e25c69
abac0cad-b857-4a68-b20b-39b50c706618,Diabetes,Chiropractic care,Monitor weight regularly,11/12/2004,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,c3a09cb6-41b1-4d42-b8da-79746c5dd01c,4a845538-fa02-4876-a72a-6362160493fe
e22731bf-9d84-4b44-a3e9-c77405c343ac,Ringworm,Nebulization,Keep pet's environment calm,8/25/2012,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,fa5bc1aa-2c39-46b6-9730-be031bc35ee6,7d70ed67-a9b0-428b-a58d-04291a486adb
c0aee110-0cbe-427b-90ab-368b2ef10590,Ringworm,Physical therapy,Administer insulin after meals,1/25/2004,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,178ae01b-e24b-4da5-b24c-cebc307ace6e,556f918f-e3d9-4e1c-ba4a-7fee0e5c4e49
c9a01d0a-3d5e-4f13-a2fa-85fab6c34c4e,Feline Upper Respiratory Infection,Eye surgery,Regular vet check-ups recommended,11/12/2016,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,eaa81121-3ad8-4e8a-a9d1-6b776b93276c,6cf5e671-a006-4a0a-a550-87b2a42e0123
8793916b-e731-4807-b504-d65c9bc0f898,Tumor,Ear cleaning,Regular vet check-ups recommended,7/27/2003,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,078b25b6-e4c9-42f5-8f7e-856e57c424eb,214b2ba1-82ec-4777-9c73-11930c64b1f3
ce1125f1-8774-4231-8944-a6d1947c0451,Eye Infection,Antibiotic cream,Needs regular vaccinations,10/29/2021,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,2018a24d-1c67-4e56-8a28-4baaa15c514e,b3763f22-e06d-40db-b94f-25fbd158a4f0
14e75d25-3a19-4941-8489-3a5f857eaea5,Worm Infestation,Nebulization,Clean ears regularly,1/28/2002,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,88fdf28d-2ddc-4d75-9364-74c765f50d99,2b504649-8c6f-44f3-8d5e-d2f45d47deab
9984891c-aac0-4936-a6e6-b48d927a450c,Diabetes,Chiropractic care,,1/19/2021,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,ffb63a11-70e2-441a-b839-00bd81731e5d,673dc36e-f276-4e88-8c62-bca1dcf32ea1
078c2335-0b8c-40d5-8719-4312a62707e6,Kidney Disease,Nutritional therapy,Needs regular exercise,2/11/2010,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,d0a2487b-6713-410c-b4c5-e445ee5dcdc9,8b3bf1eb-e145-4462-b600-02bb14e25c69
c53ca489-35f9-4773-ac94-ac316222d68b,Ear Infection,Ear cleaning,Follow-up visit required,11/12/2012,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,fb3bb8fd-e409-4581-aeba-7ae0eb100b00,816d02ba-3bbf-4d46-b116-e33da7f614c9
6e4ab9b5-342d-4ce8-b2b7-b64de3e587e3,Gastritis,Nutritional therapy,Keep away from other pets,8/22/2015,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,0ff70ff6-4c2d-4e13-87a0-e6631672a6b1,d3cee14d-a1c3-4e19-ab98-92b4990320de
2e195fa4-e645-4ab1-910f-9d6edc88ef5c,Ear Infection,Decompression therapy,Administer insulin after meals,6/25/2014,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,4233e4a9-b200-4998-8d8e-1f9390ce35b0,700f536e-1c77-40d0-900d-b2b70b429a87
d9982bb2-628d-45ae-83d2-3d3f2894bf13,Canine Parvovirus,Acupuncture,Keep pet's environment calm,4/30/2022,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,d3861b52-5da1-4c9c-a8a9-0c9226868fdf,956c1eba-3a3a-4144-93eb-bb682410af5b
e137651a-fb79-492e-b1a4-ea2073972fb9,Anemia,Special diet,Limit water intake,12/14/2014,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,30bc7df3-4ad8-42b6-aee9-a0750c134b16,30e5dac2-99e4-4a74-852e-b400c2018e19
d9780599-42f9-4aca-a611-669bd3c3ce76,Canine Parvovirus,Chemotherapy,Monitor weight regularly,1/16/2017,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,ddb17a4f-6a92-4d5e-a6ba-6967602d1056,58834369-c955-4e18-a6e1-62214dbea66d
5f15fba2-f3ff-4379-9d5f-188e8566f1b0,Vomiting,Topical ointments,Requires special diet,1/29/2013,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,94b0897e-ab43-49b1-8172-7caa1edbb95a,9028ba15-2fb3-4724-a2f6-dc3a41079583
31535eb2-9a9e-4eaa-8db7-d317852259a8,Ear Infection,Topical ointments,Monitor for signs of infection,11/10/2022,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,9b1451dd-f07a-4125-8f43-12b845b38ac8,71388745-ca94-490e-b396-5d964572341c
b02cf163-fba0-406f-a268-563c0b9f03ac,Anemia,Radiotherapy,Avoid direct sunlight,7/27/2017,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,7e2d3690-938c-4be4-9151-7041c6285692,29b3f44e-fea8-4bc0-ae38-f02354458167
8d519749-91ae-4487-95f8-4ebc8c69ff84,Hip Dysplasia,Nutritional therapy,Keep pet indoors,8/18/2021,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,fe8b150a-4ed6-469b-a4b1-c0f7603b56ef,97230189-175a-4da4-8a7c-49397292c68b
99b1662e-4bd9-46da-be70-213bb5f62430,Hip Dysplasia,Nebulization,Limit treats,3/9/2003,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,1ad7dc7b-2c93-4675-8720-063f8faf45d9,80ba6dea-0188-4dcd-b625-2a6960147fca
ad48d4ee-433a-4216-9e56-e43aa174bd18,Hip Dysplasia,Hydration therapy,Administer medication twice daily,1/20/2018,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,9a9d9406-0ddb-4f16-aebe-1811426fba9a,4168f51d-c2fe-4952-8416-57868f4035e0
35f84078-8e5e-4550-8e14-938c4831a258,Tumor,Skin creams,Needs regular vaccinations,5/26/2020,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,6b0ecb9d-b0a4-4ce5-936b-82ba0ec2a65e,bd837107-da76-4455-ab90-2f15ed49f2ed
7d5a10c1-a7c0-4caf-bffe-b19b418f0ced,Feline Upper Respiratory Infection,Eye surgery,Keep pet's environment calm,6/25/2021,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,a2c28267-bf0e-4150-b0ba-d293dbd21638,46a18e9b-874f-465c-9eeb-9f42b5c782de
b6580a2b-bdad-44cd-a316-9de80397a42e,Vomiting,Eye drops,Wear a cone for 5 days,12/23/2006,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,8376c56a-0b10-4421-a0ab-963b75795622,9224d36c-02f0-4bbf-ba4e-534de88ecbc4
4e460feb-bc55-4c56-8ef8-d2ddd3f9641f,Torn Ligament,Anti-inflammatory medications,,1/30/2011,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,15c45032-67c3-45bf-b6c7-98f0dca765cb,f43409fc-6e08-4b76-822a-b1f151010f5b
4d63590a-4826-46cd-bf1d-842a855ccf36,Tumor,Insulin injections,Limit treats,10/16/2004,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,cdefc6af-a8db-4ec9-a427-0a3633bdf986,4910bbcc-43c9-4354-9475-d68f3084f2c0
865d3e21-306a-46e4-ad22-b1fdfe1420c6,Dental Disease,Eye surgery,Needs regular exercise,9/1/2024,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,cff5f08e-8c59-4620-9253-648c48b3f0c3,22cfc2d6-a583-4199-a599-69af90e6be42
5c975437-eed6-4580-8752-287824138c65,Vomiting,Hydration therapy,Apply ointment every 8 hours,10/23/2009,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,9fa27500-109b-4d28-93e2-8064e0ccc4c1,556f918f-e3d9-4e1c-ba4a-7fee0e5c4e49
05c5d5b9-79e5-4648-93bd-765fbdd7466a,Kidney Disease,Bandaging,Administer medication twice daily,3/26/2003,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,15321462-387b-490a-b456-54a1c1594de7,337f4d29-5977-4e76-b493-41dd50e41a3f
828fa053-fab4-45fe-a55a-1ee8732a5d7b,Kidney Disease,Antibiotics,Regular vet check-ups recommended,3/11/2006,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,5ff3524c-6c80-4bc6-aae5-1ca5ba91e8c7,bd46dcb1-77be-4bd9-9ea1-628bd24763ab
bc8912af-0920-491f-bdb6-310bfe3cdb2b,Vomiting,Anti-inflammatory medications,Do not feed after 8pm,9/18/2008,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,163165b1-39b4-4c92-9460-4a554947f10f,6cf5e671-a006-4a0a-a550-87b2a42e0123
e0df3ec9-2c7b-49b6-8e93-615d6038e949,Vomiting,Fluid therapy,Reduce stress levels,5/9/2005,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,5ae08177-06b5-4f81-aaf6-4cf934ce6094,ad838a0b-2f6b-4517-ac01-6efa8c08f04d
5e0d3210-f862-4cdf-8b70-f1898730d0fc,Gastritis,Nebulization,Should be kept in a cool place,9/2/2007,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,ae128c7c-66a9-49cf-afd2-83cc3d64db44,ee8a149b-b11c-477a-86a4-3dfbc1bd0cf9
a53a6d00-d3bf-47d3-a834-8a6331bb74eb,Hypothyroidism,Surgery,Apply ointment every 8 hours,2/18/2014,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,3e44b13e-bf4b-4473-a32f-d67ba77ad64d,6f15ac7b-e857-41ae-b67b-b176dd8cedbc
2ceedbde-0d69-4e3b-b05f-39e047100601,Respiratory Infection,Bandaging,Needs regular vaccinations,4/24/2021,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,9e78ae5c-5f95-42d2-b666-a9dd03119802,ad838a0b-2f6b-4517-ac01-6efa8c08f04d
b78469e1-6c42-41da-b068-245389f9ce9b,Ear Infection,Fluid therapy,Requires special diet,6/1/2012,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,b12669d5-0878-48b3-bd67-6d3ffae6be40,6b000f15-eaa0-4b50-84c5-386276863b15
865335de-3c68-470f-a841-ad3834d51fa3,Worm Infestation,Eye surgery,Reduce stress levels,6/10/2000,2025-05-29 11:03:54.847057+07,2025-05-29 11:04:19.421243+07,d923d340-3b31-4b52-8589-ca4ff4fa4150,de52a307-8248-4c00-977c-f4160d9cd3e8
